00343466	_indications	00302864
00356249	_indications	00300012
00501281	_nickname	00525939
00503573	_indications	00300712
00325098	_nickname	00335702
00356199	_indications	00300552
00521786	_indications	00301335
00326159	_indications	00300712
00519431	_effect	00300063
00500593	_channel_tropism	00400016
00305321	_nickname	00512133
00501584	_nickname	00501592
00341342	_indications	00300170
00503151	_nickname	00503154
00509374	_nickname	00507528
00326197	_nickname	00502064
00513977	_flavour	00300232
00312975	_nickname	00508594
00505706	_indications	00300291
00505954	_indications	00302033
00346916	_indications	00346919
00506981	_effect	00304923
00518415	_effect	00502477
00512678	_nickname	00512681
00506264	_nickname	00506265
00503664	_nickname	00503666
00508772	_indications	00508779
00326070	_indications	00300132
00341925	_effect	00341926
00501332	_indications	00302185
00500746	_flavour	00316521
00311676	_indications	00504052
00319855	_indications	00301354
00518551	_contraindicate	00518560
00308930	_flavour	00400810
00516435	_origin	00516438
00521786	_nickname	00521823
00315359	_flavour	00402134
00303253	_indications	00303255
00505146	_effect	00300186
00346650	_origin	00346649
00505709	_origin	00504072
00335664	_effect	00335665
00513267	_channel_tropism	00401034
00315187	_effect	00301831
00527400	_indications	00345052
00512332	_indications	00524930
00356249	_indications	00300189
00326543	_indications	00311857
00322199	_indications	00300093
00504695	_nickname	00504697
00309562	_origin	00309561
00501865	_nickname	00316596
00337578	_effect	00300449
00308444	_indications	00300181
00300797	_indications	00300027
00346431	_indications	00302278
00317496	_nickname	00512350
00316788	_nickname	00322199
00319855	_effect	00300063
00500884	_nickname	00515663
00508772	_effect	00301128
00310390	_effect	00300009
00345173	_indications	00300189
00514410	_nickname	00503281
00400933	_indications	00300080
00516883	_effect	00300008
00524645	_flavour	00400810
00500259	_nickname	00515947
00501113	_indications	00300402
00308066	_flavour	00300232
00501584	_indications	00343375
00511220	_nickname	00511221
00317662	_indications	00300056
00306271	_indications	00302436
00354374	_effect	00300781
00341892	_indications	00300400
00514367	_flavour	00300232
00501865	_effect	00300260
00351004	_indications	00303151
00500036	_indications	00302258
00521786	_nickname	00521813
00316788	_poison	00400135
00343342	_effect	00343341
00335067	_indications	00305462
00401257	_nickname	00400933
00503690	_indications	00300012
00349703	_nickname	00516512
00346649	_flavour	00402134
00338465	_indications	00300027
00518815	_indications	00303392
00325098	_indications	00354169
00353870	_indications	00300225
00512678	_flavour	00300231
00517006	_indications	00303768
00334425	_effect	00300192
00319556	_nickname	00529176
00350369	_effect	00301830
00319556	_indications	00311687
00506264	_nickname	00506266
00505146	_indications	00401264
00504695	_indications	00302740
00404456	_indications	00301487
00500684	_origin	00500686
00304683	_indications	00306400
00529788	_indications	00300224
00500005	_indications	00300080
00503293	_effect	00301671
00512850	_indications	00300175
00501865	_nickname	00521956
00331309	_indications	00331283
00500259	_effect	00300009
00308742	_nickname	00501341
00505706	_indications	00302691
00329975	_nickname	00516073
00346431	_indications	00346432
00505706	_indications	00301975
00313216	_flavour	00300231
00317723	_effect	00300079
00512850	_origin	00311684
00501510	_indications	00300012
00308066	_properties	00316522
00520761	_nickname	00520768
00511391	_flavour	00316521
00329536	_origin	00329533
00517728	_origin	00318338
00510476	_nickname	00510480
00502209	_effect	00300209
00335702	_nickname	00500441
00528960	_nickname	00528963
00509374	_indications	00303586
00307301	_indications	00300324
00345173	_nickname	00500889
00513460	_effect	00301963
00321581	_nickname	00524746
00522906	_nickname	00500431
00504681	_indications	00311340
00340860	_indications	00301558
00504072	_indications	00317094
00317662	_nickname	00509842
00320329	_effect	00301313
00505181	_indications	00300402
00525551	_properties	00400052
00525160	_indications	00322620
00510421	_nickname	00510422
00528960	_flavour	00316521
